gene_name,gene_type
SNORD81,snoRNA
RNU6-934P,snRNA
RNU6-1240P,snRNA
RNU6-1134P,snRNA
Y_RNA,misc_RNA
RNU6-580P,snRNA
SNORD38A,snoRNA
RNU6-399P,snRNA
Y_RNA,misc_RNA
RNU6-215P,snRNA
Y_RNA,misc_RNA
RNA5SP223,rRNA_pseudogene
Y_RNA,misc_RNA
RNA5SP324,rRNA_pseudogene
SNORD114-20,snoRNA
RNU6-391P,snRNA
RNU6-382P,snRNA
RNA5SP152,rRNA_pseudogene
RNA5SP19,rRNA_pseudogene
RN7SKP80,misc_RNA
AC023271.1,snoRNA
RNA5SP455,rRNA_pseudogene
RNA5SP79,rRNA_pseudogene
RNU4-66P,snRNA
RNU6-1175P,snRNA
Y_RNA,misc_RNA
RNU6-715P,snRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
RNU6-1280P,snRNA
RNU6-290P,snRNA
RNU6-1306P,snRNA
RNA5SP190,rRNA_pseudogene
SNORD58C,snoRNA
RNU6-1172P,snRNA
RNU6-234P,snRNA
Y_RNA,misc_RNA
RNU4-12P,snRNA
VTRNA1-2,misc_RNA
RNU6-690P,snRNA
RNU6-302P,snRNA
RNY4P3,misc_RNA
RNU1-100P,snRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
SNORD114-18,snoRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
RNA5SP329,rRNA_pseudogene
RNU6-407P,snRNA
RNY4P28,misc_RNA
RNU4-11P,snRNA
RNU6-742P,snRNA
RNU5E-7P,snRNA
RNA5SP117,rRNA_pseudogene
RNU1-114P,snRNA
Y_RNA,misc_RNA
RNU6-1327P,snRNA
RNA5-8SP5,rRNA_pseudogene
RNA5SP128,rRNA_pseudogene
Y_RNA,misc_RNA
Y_RNA,misc_RNA
AL109931.1,snoRNA
RNU6-1283P,snRNA
RNU6-497P,snRNA
RNA5SP355,rRNA_pseudogene
SNORD115-31,snoRNA
SNORA30B,snoRNA
Y_RNA,misc_RNA
SNORD113-1,snoRNA
RNA5SP427,rRNA_pseudogene
Y_RNA,misc_RNA
7SK,misc_RNA
RNU1-115P,snRNA
Y_RNA,misc_RNA
RNU6-1034P,snRNA
RNU6-169P,snRNA
Y_RNA,misc_RNA
RNU1-51P,snRNA
AC096587.1,snoRNA
RN7SKP47,misc_RNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
RNA5SP240,rRNA_pseudogene
RNU6-282P,snRNA
RNU6-1138P,snRNA
Z95327.1,snoRNA
U3,snoRNA
RNU6-53P,snRNA
RNU6-396P,snRNA
RNU6-737P,snRNA
RN7SKP186,misc_RNA
RNU6-1276P,snRNA
RNU6-728P,snRNA
RNU5E-5P,snRNA
Y_RNA,misc_RNA
SNORD14C,snoRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
RNA5S16,rRNA
RNU6-1318P,snRNA
RN7SKP69,misc_RNA
SNORD115-44,snoRNA
RNA5SP22,rRNA_pseudogene
RNA5SP77,rRNA_pseudogene
RNU6-596P,snRNA
U3,snoRNA
U8,snoRNA
SNORD114-12,snoRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
AL049840.1,snoRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
RNA5SP235,rRNA_pseudogene
AL591387.1,snoRNA
RNU6-117P,snRNA
RNA5SP37,rRNA_pseudogene
SNORD114-22,snoRNA
RNU6-1335P,snRNA
RNY3P12,misc_RNA
RNU6-487P,snRNA
RNU6-1130P,snRNA
Y_RNA,misc_RNA
RNU6-996P,snRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
RNU1-64P,snRNA
SNORD6,snoRNA
RNU1-84P,snRNA
Y_RNA,misc_RNA
RNA5SP131,rRNA_pseudogene
RNA5SP366,rRNA_pseudogene
RNU6-609P,snRNA
RNA5SP167,rRNA_pseudogene
Y_RNA,misc_RNA
RNA5SP238,rRNA_pseudogene
AC002350.1,snoRNA
RNU6-359P,snRNA
RNU6-8,snRNA
RNU4-45P,snRNA
RNU6-1051P,snRNA
AL078581.1,snoRNA
RN7SKP208,misc_RNA
Y_RNA,misc_RNA
RNU1-16P,snRNA
RNU6-326P,snRNA
RN7SKP204,misc_RNA
RNY3,misc_RNA
RNA5SP277,rRNA_pseudogene
Y_RNA,misc_RNA
RNU6-652P,snRNA
RN7SKP249,misc_RNA
Y_RNA,misc_RNA
SNORA62,snoRNA
Y_RNA,misc_RNA
SNORD115-43,snoRNA
SNORA62,snoRNA
SNORA25B,snoRNA
SNORA70,snoRNA
RNU1-55P,snRNA
Y_RNA,misc_RNA
RNA5SP279,rRNA_pseudogene
Y_RNA,misc_RNA
RNA5SP211,rRNA_pseudogene
Y_RNA,misc_RNA
SNORA70,snoRNA
RN7SKP292,misc_RNA
RN7SKP1,misc_RNA
RNU6-61P,snRNA
Y_RNA,misc_RNA
SNORD82,snoRNA
Y_RNA,misc_RNA
RN7SKP187,misc_RNA
Y_RNA,misc_RNA
RNVU1-21,snRNA
Y_RNA,misc_RNA
RNA5SP259,rRNA_pseudogene
RNY3P13,misc_RNA
Y_RNA,misc_RNA
RN7SKP269,misc_RNA
Y_RNA,misc_RNA
RNA5SP30,rRNA_pseudogene
RNU6-827P,snRNA
RNU6-744P,snRNA
RNU6-108P,snRNA
RNU4-48P,snRNA
RNA5SP88,rRNA_pseudogene
RNU6-438P,snRNA
RNU6-54P,snRNA
AC010746.1,snoRNA
Y_RNA,misc_RNA
SNORD42,snoRNA
RNY4P10,misc_RNA
RNU5E-6P,snRNA
RNU6-669P,snRNA
SNORA63,snoRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
RNU4-17P,snRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
RNU4-20P,snRNA
RNA5SP248,rRNA_pseudogene
RN7SKP81,misc_RNA
RNA5SP283,rRNA_pseudogene
Y_RNA,misc_RNA
RNU6-81P,snRNA
SNORD14,snoRNA
RNU6-499P,snRNA
RNU6-597P,snRNA
RNU6-716P,snRNA
Y_RNA,misc_RNA
RNU6-898P,snRNA
SNORD116,snoRNA
SNORD115-36,snoRNA
RNA5SP151,rRNA_pseudogene
SNORD34,snoRNA
Y_RNA,misc_RNA
RN7SKP230,misc_RNA
RNU6-805P,snRNA
Y_RNA,misc_RNA
VTRNA1-3,misc_RNA
AC099331.1,snoRNA
RNA5S7,rRNA
Y_RNA,misc_RNA
Y_RNA,misc_RNA
RNA5S13,rRNA
RNU6-650P,snRNA
SNORD18B,snoRNA
RNU6-395P,snRNA
Y_RNA,misc_RNA
RNU6-1329P,snRNA
Y_RNA,misc_RNA
U8,snoRNA
RNU4-2,snRNA
Y_RNA,misc_RNA
MIR539,miRNA
MIR421,miRNA
MIR146B,miRNA
MIR582,miRNA
MIR488,miRNA
AC013549.1,lncRNA
AL137845.1,processed_pseudogene
AL157414.1,lncRNA
AL590705.1,lncRNA
KIAA1671-AS1,lncRNA
Metazoa_SRP,misc_RNA
TDRKH-AS1,lncRNA
FAM78B-AS1,lncRNA
CARNMT1-AS1,lncRNA
AL445248.1,lncRNA
ZNF525,protein_coding
AC012358.1,lncRNA
AP003027.1,lncRNA
AC006019.1,lncRNA
LINC01562,lncRNA
POLH-AS1,lncRNA
GPR160P1,processed_pseudogene
AL390760.1,lncRNA
SNF8P1,processed_pseudogene
AC105020.1,lncRNA
AC015969.1,lncRNA
AL512646.1,processed_pseudogene
SHISA5P2,processed_pseudogene
AL591503.1,lncRNA
OR6C71P,transcribed_unprocessed_pseudogene
Metazoa_SRP,misc_RNA
ACTBP6,processed_pseudogene
BTBD7P1,processed_pseudogene
FAM32BP,processed_pseudogene
AL353740.1,lncRNA
E2F3P2,processed_pseudogene
Metazoa_SRP,misc_RNA
AC022080.1,processed_pseudogene
LINC00449,lncRNA
SUGCT-AS1,lncRNA
AC093392.1,unprocessed_pseudogene
AL354956.1,lncRNA
AC009163.1,lncRNA
INF2,protein_coding
HMGB1P39,processed_pseudogene
AL645937.1,transcribed_unprocessed_pseudogene
AL133216.1,lncRNA
PDCD4-AS1,lncRNA
AL139390.1,lncRNA
IQANK1,protein_coding
RBMS3-AS2,lncRNA
AP000753.1,lncRNA
TAS2R2P,processed_pseudogene
SCUBE1-AS1,lncRNA
AC104772.1,processed_pseudogene
AL139353.1,protein_coding
OR52J1P,unprocessed_pseudogene
AL450313.1,lncRNA
Metazoa_SRP,misc_RNA
OR1F2P,unprocessed_pseudogene
LINC02408,lncRNA
IGBP1-AS1,lncRNA
AC005342.1,lncRNA
LINC00970,lncRNA
AC096543.1,lncRNA
RHOT1P2,processed_pseudogene
GP1BB,protein_coding
AL354919.1,lncRNA
AC144450.1,lncRNA
AC012456.1,lncRNA
AC083799.1,lncRNA
LINC00501,lncRNA
AC106827.1,processed_pseudogene
AC007618.1,processed_pseudogene
LINC01285,lncRNA
OR2T5,protein_coding
OR2L2,protein_coding
OR2W5,transcribed_unprocessed_pseudogene
EFCAB2,protein_coding
COX20,protein_coding
CHML,protein_coding
IBA57-DT,lncRNA
STUM,protein_coding
LINC02487,lncRNA
TCP10L3,transcribed_unprocessed_pseudogene
CAPN8,protein_coding
TATDN3,protein_coding
SERTAD4-AS1,lncRNA
MIR29B2CHG,lncRNA
CR1,protein_coding
C6orf99,lncRNA
LINC00862,lncRNA
RAET1G,protein_coding
C1orf53,protein_coding
SAMD5,protein_coding
LINC00272,lncRNA
TEDDM1,protein_coding
GJE1,protein_coding
ECT2L,protein_coding
GPR52,protein_coding
PRDX6-AS1,lncRNA
METTL11B,protein_coding
FCGR3A,protein_coding
TMEM244,protein_coding
OR6K3,protein_coding
OR10T1P,unprocessed_pseudogene
CENPW,protein_coding
MSTO2P,unprocessed_pseudogene
SPRN,protein_coding
FAM229B,protein_coding
FANK1,protein_coding
S100A7P1,unprocessed_pseudogene
LORICRIN,protein_coding
PRR9,protein_coding
LELP1,protein_coding
SPRR2E,protein_coding
KPRP,protein_coding
EEF1AKMT2,protein_coding
FAM24A,protein_coding
DDO,protein_coding
CCDC162P,transcribed_unitary_pseudogene
LINC00222,lncRNA
ADAMTSL4-AS1,lncRNA
PLPP4,protein_coding
BVES-AS1,lncRNA
LIN28B-AS1,lncRNA
H3C14,protein_coding
H2AC18,protein_coding
H2BC18,protein_coding
AC239859.1,unprocessed_pseudogene
PNLIPRP3,protein_coding
H3C15,protein_coding
HSD3BP4,unprocessed_pseudogene
HSD3B1,protein_coding
HSD3BP2,unprocessed_pseudogene
HSD3B2,protein_coding
LINC02868,lncRNA
ATP1A1-AS1,lncRNA
RBM20,protein_coding
SMIM9,protein_coding
C6orf163,protein_coding
SNHG5,lncRNA
ADD3-AS1,lncRNA
RIPPLY2,protein_coding
CHIAP2,transcribed_unprocessed_pseudogene
GDI1,protein_coding
PCMTD2,protein_coding
SOX18,protein_coding
LIME1,protein_coding
SPATA42,lncRNA
AL121827.1,lncRNA
OOEP,protein_coding
KHDC3L,protein_coding
DPPA5,protein_coding
C1orf146,protein_coding
HSP90B3P,processed_pseudogene
SPANXN1,protein_coding
SPANXA2,protein_coding
LINC00632,lncRNA
CXorf66,protein_coding
C10orf62,protein_coding
SAMD13,protein_coding
RTL8A,protein_coding
CCDC160,protein_coding
C1orf141,protein_coding
EFCAB7,protein_coding
DEFB110,protein_coding
AL354984.1,lncRNA
GLYATL3,protein_coding
LDLRAD1,protein_coding
AL772363.1,lncRNA
RHOXF2B,protein_coding
ARRDC1-AS1,lncRNA
ZYG11A,protein_coding
LINC01270,lncRNA
LCN8,protein_coding
AL355987.1,protein_coding
C1orf185,protein_coding
GLT6D1,protein_coding
IFIT1B,protein_coding
COL5A1-AS1,lncRNA
CT83,protein_coding
LIPN,protein_coding
LIPK,protein_coding
LIPJ,protein_coding
TRPC5OS,protein_coding
LCN1P2,unprocessed_pseudogene
LRIT2,protein_coding
SLC12A5-AS1,lncRNA
AL391421.1,lncRNA
LRRC73,protein_coding
MYCLP1,processed_pseudogene
LINC00963,lncRNA
AL158151.1,lncRNA
FOXO6,protein_coding
TCEAL5,protein_coding
SYS1,protein_coding
TCEAL6,protein_coding
ARMCX7P,transcribed_unprocessed_pseudogene
INPP5B,protein_coding
RPA4,protein_coding
TDRG1,lncRNA
LINC00951,lncRNA
NEU4,protein_coding
MAFB,protein_coding
TRAF3IP1,protein_coding
LINC02520,lncRNA
BMP2KL,processed_pseudogene
CHIC1,protein_coding
AL162293.1,lncRNA
NAP1L6P,transcribed_processed_pseudogene
GIGYF2,protein_coding
ECEL1P1,unprocessed_pseudogene
C2orf72,protein_coding
RUFY2,protein_coding
NHSL2,protein_coding
GGTA1,protein_coding
PHACTR4,protein_coding
CLPSL1,protein_coding
ASAH2B,protein_coding
LINC00474,lncRNA
AGAP6,protein_coding
TIMM23B,protein_coding
ZDHHC18,protein_coding
TMEM273,protein_coding
CXorf65,protein_coding
AGAP9,protein_coding
LRRC37A5P,transcribed_unprocessed_pseudogene
NPY4R,protein_coding
GPRIN2,protein_coding
SYT15,protein_coding
BMS1P1,transcribed_unprocessed_pseudogene
MACO1,protein_coding
PTPN20,protein_coding
GDF5-AS1,lncRNA
ZDBF2,protein_coding
GGNBP1,transcribed_unitary_pseudogene
TXNDC8,protein_coding
RPL12P1,processed_pseudogene
AWAT1,protein_coding
RPL12P16,processed_pseudogene
DAXX,protein_coding
BMPR2,protein_coding
TCEA3,protein_coding
PFDN6,protein_coding
RING1,protein_coding
HSD17B8,protein_coding
RXRB,protein_coding
OXLD1,protein_coding
LINC02731,lncRNA
OR13C3,protein_coding
COL11A2,protein_coding
LINC00587,lncRNA
HLA-DOA,protein_coding
HNRNPCP2,processed_pseudogene
BRD2,protein_coding
HLA-DMA,protein_coding
PSMB8-AS1,lncRNA
COL5A2,protein_coding
PSMB8,protein_coding
TAP2,protein_coding
SPIN3,protein_coding
NBDY,protein_coding
LINC01993,lncRNA
TMEM235,protein_coding
PAGE3,protein_coding
LINC01973,lncRNA
HLA-DRA,protein_coding
BTNL2,protein_coding
COL15A1,protein_coding
TSBP1,protein_coding
TMEM225,protein_coding
NOTCH4,protein_coding
PBX2,protein_coding
AGER,protein_coding
RNF5,protein_coding
AGPAT1,protein_coding
PJVK,protein_coding
PRRT1,protein_coding
FKBPL,protein_coding
MRPL38,protein_coding
SMIM5,protein_coding
ERICH2,protein_coding
SP5,protein_coding
CYP21A1P,transcribed_unprocessed_pseudogene
STK19,protein_coding
CD300LD,protein_coding
BTBD17,protein_coding
DXO,protein_coding
SKIV2L,protein_coding
C9orf129,transcribed_unprocessed_pseudogene
NELFE,protein_coding
NXPE2,protein_coding
LINC02783,lncRNA
SPANXN5,protein_coding
ZBTB12,protein_coding
AC245047.1,processed_pseudogene
SDHD,protein_coding
EHMT2,protein_coding
XAGE1A,protein_coding
PKP4-AS1,lncRNA
LAYN,protein_coding
XAGE1B,protein_coding
SLC44A4,protein_coding
NEU1,protein_coding
SNHG32,lncRNA
HSPA1B,protein_coding
HSPA1A,protein_coding
HSPA1L,protein_coding
LSM2,protein_coding
NOL4L-DT,lncRNA
VARS1,protein_coding
VWA7,protein_coding
CARD16,protein_coding
AL359649.1,lncRNA
AC012306.1,processed_pseudogene
CASP12,polymorphic_pseudogene
MBD5,protein_coding
MSH5,protein_coding
CSHL1,protein_coding
MPIG6B,protein_coding
LY6G6C,protein_coding
AL662899.1,protein_coding
LY6G6F,protein_coding
ABHD16A,protein_coding
LY6G5C,protein_coding
AL451142.1,processed_pseudogene
POTEKP,unprocessed_pseudogene
CSNK2B,protein_coding
CTSLP6,unprocessed_pseudogene
GPANK1,protein_coding
C6orf47,protein_coding
FAM155A,protein_coding
APOM,protein_coding
LINC02872,lncRNA
TRIM49C,protein_coding
TRIM64,protein_coding
TRIM51BP,unprocessed_pseudogene
AP003122.1,unprocessed_pseudogene
LINC01854,lncRNA
BAG6,protein_coding
C1orf195,lncRNA
PRRC2A,protein_coding
TBC1D3P4,unprocessed_pseudogene
AIF1,protein_coding
NCR3,protein_coding
PRAMEF20,protein_coding
PRAMEF17,protein_coding
PRAMEF19,protein_coding
PRAMEF14,protein_coding
LST1,protein_coding
NFKBIL1,protein_coding
PRAMEF15,protein_coding
PRAMEF9,protein_coding
PRAMEF7,protein_coding
MCCD1,protein_coding
ZNF814,protein_coding
MICB,protein_coding
AADACL4,protein_coding
ZNF551,protein_coding
MICA,protein_coding
ZNF805,protein_coding
HLA-C,protein_coding
PSORS1C3,lncRNA
GUCY2EP,transcribed_unprocessed_pseudogene
POU5F1,protein_coding
ZSCAN5C,protein_coding
CCHCR1,protein_coding
PSORS1C2,protein_coding
CDSN,protein_coding
PSORS1C1,protein_coding
C6orf15,protein_coding
MUC21,protein_coding
DEFB122,transcribed_unprocessed_pseudogene
DEFB121,protein_coding
CFTRP3,processed_pseudogene
AL450124.1,unprocessed_pseudogene
DHX16,protein_coding
C6orf136,protein_coding
MRPS18B,protein_coding
PPP1R10,protein_coding
KRTAP5-11,protein_coding
KRTAP5-10,protein_coding
ABCF1,protein_coding
PRR3,protein_coding
LILRB3,protein_coding
DDR1,protein_coding
ACOXL-AS1,lncRNA
LRCOL1,protein_coding
AC027801.1,lncRNA
LINC01123,lncRNA
GNL1,protein_coding
HLA-E,protein_coding
DPRX,protein_coding
TRIM39,protein_coding
LINC01257,lncRNA
ZNF468,protein_coding
TRIM15,protein_coding
ZNF616,protein_coding
FOXB2,protein_coding
TRIM10,protein_coding
TRIM40,protein_coding
TRIM31,protein_coding
RNF39,protein_coding
PPP1R11,protein_coding
AC115618.1,lncRNA
HLA-J,transcribed_unprocessed_pseudogene
ZNRD1ASP,transcribed_unitary_pseudogene
DISP3,protein_coding
HCG9,lncRNA
RACK1,protein_coding
HLA-G,protein_coding
TBC1D8,protein_coding
ARPP19P2,processed_pseudogene
NMS,protein_coding
HLA-F,protein_coding
ZFP57,protein_coding
SSX9P,transcribed_unprocessed_pseudogene
LINC02210,transcribed_unitary_pseudogene
RPS26P8,processed_pseudogene
ASPDH,protein_coding
MOG,protein_coding
OR2H2,protein_coding
CST9LP2,unprocessed_pseudogene
CBY3,protein_coding
C5orf60,lncRNA
CST9LP1,unprocessed_pseudogene
CST13P,transcribed_unprocessed_pseudogene
AC010624.1,lncRNA
C9orf57,protein_coding
IGKV1OR2-3,IG_V_pseudogene
IL31,protein_coding
AKT1S1,protein_coding
FAM153CP,lncRNA
GABBR1,protein_coding
MIR1915HG,lncRNA
AL133464.1,lncRNA
STARD7-AS1,lncRNA
MAS1L,protein_coding
OR2H1,protein_coding
OR11A1,protein_coding
OR14J1,protein_coding
OR2U1P,unprocessed_pseudogene
UBTFL3,unprocessed_pseudogene
OR2J2,protein_coding
OR2J3,protein_coding
OR2J1,protein_coding
OR2B3,protein_coding
OR2W1,protein_coding
UBTFL5,unprocessed_pseudogene
MAMDC2-AS1,lncRNA
LINC01556,lncRNA
SPDYC,protein_coding
C9orf135,protein_coding
TRIM27,protein_coding
CNN2P12,processed_pseudogene
MALRD1,protein_coding
AC083899.1,unprocessed_pseudogene
LINC01951,lncRNA
AC008429.1,lncRNA
RANBP17,protein_coding
INSYN2B,protein_coding
IGKV1OR-3,IG_V_pseudogene
CBWD4P,unprocessed_pseudogene
FOXD4L5,protein_coding
IGKV1OR9-1,IG_V_pseudogene
REG1CP,transcribed_unprocessed_pseudogene
ZNF204P,processed_pseudogene
AL163540.1,unprocessed_pseudogene
SMPD5,transcribed_unitary_pseudogene
LINC01291,lncRNA
FGF7P7,unprocessed_pseudogene
AL590399.1,lncRNA
AL391987.2,protein_coding
AL935212.1,lncRNA
TTC25,protein_coding
FGF7P5,unprocessed_pseudogene
ADGRF5P2,transcribed_unprocessed_pseudogene
MRPL53,protein_coding
ST8SIA6-AS1,lncRNA
FGF7P3,transcribed_unprocessed_pseudogene
MROH6,protein_coding
ATXN2,protein_coding
DCTN1,protein_coding
SPATA31A1,protein_coding
AC011484.1,lncRNA
PNMA8B,protein_coding
TCTN1,protein_coding
FAM216A,protein_coding
ZBTB48,protein_coding
FAM201A,lncRNA
IGFL2,protein_coding
IGFL4,protein_coding
NAT8B,polymorphic_pseudogene
KRTAP9-3,protein_coding
AC021218.1,lncRNA
KRTAP4-8,protein_coding
GPR20,protein_coding
KRTAP1-4,protein_coding
KRT40,protein_coding
AC104692.1,processed_pseudogene
KRT25,protein_coding
MZT1,protein_coding
LINC01545,lncRNA
SPINK9,protein_coding
LRRC3C,protein_coding
MFFP3,processed_pseudogene
PRR20B,protein_coding
PRR20A,protein_coding
ZNF155,protein_coding
UQCC3,protein_coding
FBXO48,protein_coding
GRXCR2,protein_coding
AC007389.1,lncRNA
FAM221B,protein_coding
CD177P1,unprocessed_pseudogene
ATP6V0E2-AS1,lncRNA
CD177,protein_coding
PSG5,protein_coding
ZNF783,protein_coding
ZNF425,protein_coding
FAM83A-AS1,lncRNA
LRRC10B,protein_coding
FBXO47,protein_coding
C12orf73,protein_coding
PCDHGA1,protein_coding
ARHGEF34P,unprocessed_pseudogene
BLACE,lncRNA
PCDHA9,protein_coding
PCDHA8,protein_coding
PCDHA7,protein_coding
PCDHA5,protein_coding
PCDHA4,protein_coding
PCDHA2,protein_coding
PCDHA1,protein_coding
AP000812.1,lncRNA
TRIM13,protein_coding
ERICH4,protein_coding
MS4A13,protein_coding
PRSS3P4,unprocessed_pseudogene
PRSS1,protein_coding
OR4D8P,unprocessed_pseudogene
AC005692.1,lncRNA
SPIRE2,protein_coding
CRTC1P1,processed_pseudogene
AARD,protein_coding
LINC02138,lncRNA
AC092384.1,lncRNA
PABPN1L,protein_coding
OR5G5P,transcribed_unprocessed_pseudogene
OR5D16,protein_coding
OR5L2,protein_coding
AC136759.1,transcribed_unprocessed_pseudogene
AC134312.1,lncRNA
PKHD1L1,protein_coding
AC118344.1,lncRNA
AC027369.1,transcribed_unprocessed_pseudogene
SLFN12L,protein_coding
LINC01121,lncRNA
LINC02397,lncRNA
CLLU1-AS1,lncRNA
SLC35B4,protein_coding
LGALS7,protein_coding
SYCE1L,protein_coding
TMEM231,protein_coding
FAM71F2,protein_coding
C2orf91,lncRNA
CCNI2,protein_coding
TMEM240,protein_coding
FRG2,protein_coding
HSP90AA4P,transcribed_processed_pseudogene
COX17P1,processed_pseudogene
LINC02716,lncRNA
FAM205A,protein_coding
CDKL4,protein_coding
TMEM88B,protein_coding
ACCSL,protein_coding
C4orf47,protein_coding
TRIQK,protein_coding
SDHAF1,protein_coding
ARID3C,protein_coding
PSENEN,protein_coding
C7orf66,lncRNA
REXO1L1P,transcribed_processed_pseudogene
C11orf91,protein_coding
LINC00654,lncRNA
SLC10A5P1,unprocessed_pseudogene
FABP9,protein_coding
ZBTB10,protein_coding
C4orf46,protein_coding
SCGB2B2,protein_coding
CCDC144NL,transcribed_unprocessed_pseudogene
LGR4,protein_coding
KRT17P7,transcribed_unprocessed_pseudogene
PSMB10,protein_coding
VIT,protein_coding
TTLL10-AS1,lncRNA
AC105052.1,protein_coding
SPDYE2,protein_coding
OR7E36P,unprocessed_pseudogene
E2F4,protein_coding
KRT17P5,transcribed_unprocessed_pseudogene
DGAT2L7P,unprocessed_pseudogene
PDE7A,protein_coding
TMEM170B,protein_coding
TRBV20OR9-2,TR_V_gene
MUC12,protein_coding
CTXN3,protein_coding
LINC01602,lncRNA
AL356414.1,lncRNA
MGAT4D,protein_coding
SNX2,protein_coding
SAP25,protein_coding
NT5M,protein_coding
KRT17P4,transcribed_unprocessed_pseudogene
GCNT2P1,processed_pseudogene
SARNP,protein_coding
AC005863.1,lncRNA
OR6C68,protein_coding
OR6C65,protein_coding
OR6C3,protein_coding
OR6C1,protein_coding
OR6C72P,unprocessed_pseudogene
GOLGA2P1,processed_pseudogene
LINC01460,lncRNA
ADGRG1,protein_coding
IPO7,protein_coding
PRR13,protein_coding
TECPR1,protein_coding
MT1H,protein_coding
SLCO6A1,protein_coding
MT1CP,transcribed_unprocessed_pseudogene
MT1DP,transcribed_unprocessed_pseudogene
MT1A,protein_coding
INSYN1,protein_coding
MT1M,protein_coding
LINC00661,lncRNA
CFI,protein_coding
OR52E6,protein_coding
HNRNPA1P20,processed_pseudogene
SAMD9,protein_coding
AC007608.1,lncRNA
KRT6A,protein_coding
CNEP1R1,protein_coding
PCBP3-AS1,lncRNA
KRT81,protein_coding
SNRPGP6,processed_pseudogene
EXOC3L4,protein_coding
KRTAP12-3,protein_coding
IZUMO3,protein_coding
KU-MEL-3,lncRNA
KRTAP10-2,protein_coding
NBPF22P,transcribed_unprocessed_pseudogene
AC140658.1,lncRNA
TP53TG3D,protein_coding
TP53TG3C,protein_coding
ATP6AP1L,protein_coding
CCDC85C,protein_coding
SPDYE18,unprocessed_pseudogene
AC004980.1,transcribed_unprocessed_pseudogene
CALML3-AS1,lncRNA
OR52A4P,transcribed_unprocessed_pseudogene
OR52J3,protein_coding
OR51A2,protein_coding
OR51A4,protein_coding
MAPRE3-AS1,lncRNA
C2CD4B,protein_coding
RGL3,protein_coding
NAP1L4,protein_coding
SMG1P2,transcribed_unprocessed_pseudogene
AC121338.1,lncRNA
TMSB4X,protein_coding
TMEM256,protein_coding
C9orf92,lncRNA
CHKB-DT,lncRNA
CPT1B,protein_coding
AL049775.1,lncRNA
SMN2,protein_coding
SERF1B,protein_coding
POM121B,unprocessed_pseudogene
DYNLL1P1,processed_pseudogene
HMGN1,protein_coding
STAG3L1,transcribed_unprocessed_pseudogene
AC211476.1,unprocessed_pseudogene
MUC19,protein_coding
DENND6B,protein_coding
AC068533.1,processed_pseudogene
EIF3CL,protein_coding
LINC01597,lncRNA
AP001042.1,lncRNA
AL591499.1,processed_pseudogene
LINC01446,lncRNA
LCMT1,protein_coding
LINC01310,lncRNA
LINC00898,lncRNA
LINC00583,lncRNA
MFSD2B,protein_coding
VCX3B,protein_coding
CDPF1,protein_coding
AC025186.1,processed_pseudogene
HTN3,protein_coding
AL035696.1,lncRNA
LIN52,protein_coding
ARSH,protein_coding
ACOT6,protein_coding
SMIM11A,protein_coding
TECRL,protein_coding
AC020741.1,lncRNA
DPF3,protein_coding
MANSC4,protein_coding
AL390205.1,processed_pseudogene
ADARB2-AS1,lncRNA
CYP2D7,polymorphic_pseudogene
LINC00634,protein_coding
ETFRF1,protein_coding
C17orf107,protein_coding
FAM183DP,processed_pseudogene
MBD3L4,protein_coding
ITSN1,protein_coding
ITPRIPL2,protein_coding
AL359878.1,lncRNA
DENND1C,protein_coding
AC083864.1,lncRNA
PKD1P4,transcribed_unprocessed_pseudogene
SLCO1B7,transcribed_unprocessed_pseudogene
CRLF2,protein_coding
CRLF2,protein_coding
CRYZL1,protein_coding
RP9P,transcribed_unprocessed_pseudogene
C5orf51,protein_coding
AL136038.1,processed_pseudogene
CATSPER2P1,transcribed_unprocessed_pseudogene
GAGE1,protein_coding
ARRDC5,protein_coding
LINC01531,lncRNA
DPP9-AS1,lncRNA
LOH12CR2,lncRNA
AC098591.2,transcribed_processed_pseudogene
CYS1,protein_coding
PLPP6,protein_coding
KLRC2,protein_coding
KLRC3,protein_coding
TPTE2P6,transcribed_unprocessed_pseudogene
AC024132.1,lncRNA
C16orf96,protein_coding
GMNC,protein_coding
LINC00487,lncRNA
TTC23L,protein_coding
CLEC6A,protein_coding
OR7E91P,transcribed_unprocessed_pseudogene
RFPL3S,lncRNA
C22orf42,protein_coding
NANOGNB,protein_coding
LRRC72,protein_coding
PCOTH,lncRNA
C1QTNF9B,protein_coding
KRTAP5-6,protein_coding
FAM99B,lncRNA
FAM99A,lncRNA
KRTAP5-2,protein_coding
KRTAP5-1,protein_coding
RPS3AP47,processed_pseudogene
FAM90A2P,unprocessed_pseudogene
DEFB134,protein_coding
DEFB135,protein_coding
DEFB136,protein_coding
C1RL-AS1,lncRNA
AC108134.1,lncRNA
